SMILES
s1ncc2c3c(n(OC)c12)cccc3
s1nc2cc(ccc2n1)C(=O)NC(=S)Nc1ccc(cc1)C(C)C
s1nc(C=2C[NH+](CCC=2)C)c(SCCCF)n1
s1cc(nc1C(C#N)=CNc1ccc(F)cc1F)-c1ccc(OC)cc1
s1c[n+](Cc2cnc(nc2N)C)c(C)c1CCO
s1c2c(nc1CN1CCN(CC1)C(=O)[C@@H]1NC(=O)CC1)cccc2
s1c2c(nc1CN1CCN(CC1)C(=O)[C@@H]1NC(=O)CC1)cccc2
s1c2N(S(=O)(=O)C(=CNc3ncccn3)C(=O)c2c(C)c1C)C
s1c(ccc1-c1sccc1)-c1sccc1
s1c(C)c(cc1C)C(=O)\C=C\c1cc(O)ccc1
s1c(C)c(cc1C(OCC(=O)Nc1c(C)c(ccc1[N+](=O)[O-])C)=O)CCC
s1c(C(=O)\C=C\c2cc(O)ccc2)c(nc1C(=S)N)C
s1c(-c2ccccc2)c(Cc2ccccc2)c(C(=O)[O-])c1N
o1nc(OCc2ccccc2)cc1CO
o1nc(CC)c(n1)N
o1cccc1\C=C(/C)\C1=NC2CC3(C4OCC2C1C4O)c1c(N(OC)C3=O)cccc1
o1cccc1CO
o1cccc1C=O
o1cccc1C(Oc1ccc(cc1OCC)C=C1C(=NN(C1=O)c1ccccc1)C)=O
o1cccc1C(N(C(=O)Cn1nnc2c1cccc2)c1c2c(ccc1)cccc2)C(=O)NC(CC)(C)C
o1cccc1-c1nc(cc2c1[nH]c1c2cccc1)C(O)=O
o1ccc(CO)c1-c1nccc2c1[nH]c1c2cccc1
o1cc(cc1)[C@H]1[NH+]2[C@@H](CC[C@@H](C2)C)[C@@H](CC1)C
o1cc(cc1)[C@H]1[C@]2([C@@]3(O[C@@H]3C1=O)[C@]1([C@H](CC2)[C@@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)C(=O)C=C2)C)C)C
o1cc(cc1)[C@H]1[C@]2(C(=CC1=O)[C@]1([C@H](CC2)[C@@]2([C@H](C[C@H]1OC(=O)C)C(C)(C)C(=O)C=C2)C)C)C
o1cc(cc1)[C@H]1[C@]2(C(=CC1=O)[C@]1([C@H](CC2)[C@@]2([C@@H](C[C@H]1OC(=O)C)C(C)(C)C(=O)C=C2)C)C)C
o1cc(cc1)[C@@H]1C[C@H]2O[C@@]23[C@@]1(C)[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]([C@]1(C=CC(=O)C(C)(C)[C@@H]1CC(OC)=O)C)C3=C
o1cc(cc1)[C@@H]1CC=C2[C@]1(CC[C@H]1[C@@]2(C)[C@H](OC(=O)C)C[C@@H]2[C@@]1(C=CC(=O)C2(C)C)C)C
o1cc(cc1)C=1CC[C@H](C)C=1C(=O)\C=C(\C)/C
o1cc(cc1)C1C2(C(=CC1=O)C1(C(CC2)C2(C(CC1OC(=O)C)C(C)(C)C(=O)C=C2)C)C)C
o1cc(cc1)C(=O)CCC(O)C
o1cc(c2c1CC(C=C)(C)C(C(C)=C)C2=O)C
o1cc(c2c1-c1c(c3c(cc1)c(ccc3)C)C(=O)C2=O)C
o1cc(c2c1-c1c(c3c(cc1)c(ccc3)C)C(=O)C2=O)C
o1cc(c2c1-c1c(c3c(cc1)c(ccc3)C)C(=O)C2=O)C
o1cc(c2c1-c1c(c3c(cc1)C(CCC3)(C)C)C(=O)C2=O)C
o1c2nc3c(cccc3OC)c(OC)c2cc1
o1c2nc3c(cccc3O)c(OC)c2cc1
o1c2nc3c(ccc(OC\C=C(\CCC(O)C(O)(C)C)/C)c3OC)c(OC)c2cc1
o1c2nc3c(ccc(OC)c3OC)c(OC)c2cc1
o1c2nc3c(ccc(OC)c3OC)c(OC)c2cc1
o1c2nc3c(ccc(OC)c3)c(OC)c2cc1
o1c2nc3c(cc(OC)cc3)c(OC)c2cc1
o1c2nc3c(c(OC)cc(OC)c3OC)c(OC)c2cc1
o1c2nc3c(CC[C@@H]([O-])[C@@]3(OC)C\C=C(\C)/C)c(OC)c2cc1
o1c2nc3c(CCC(O)C3(OC)CC=C(C)C)c(OC)c2cc1.O=C([O-])c1ccc[n+](c1)C
o1c2cc(O)ccc2cc1-c1ccc(OC)cc1O
o1c2cc(O)cc3[C@@H]4c5c([C@H]6c7c(-c(c23)c1-c1ccc(O)cc1)cc(O)cc7O[C@@H]6c1ccc(O)cc1)cc(O)cc5O[C@H]4c1ccc(O)cc1
